Class 0
1462-170145-0022 3.84 4.29
2277-149897-0021 3.98 4.39
2902-9006-0012 1.79 2.15
3000-15664-0035 17.40 17.93
5694-64029-0030 0.95 1.45
777-126732-0003 6.21 6.71

Class 1364
2086-149220-0029 0.59 0.77
2902-9008-0013 4.45 4.74
3853-163249-0045 6.51 6.69
422-122949-0013 25.76 25.92
6345-93306-0017 3.94 4.09
777-126732-0002 0.90 1.14
8297-275154-0025 2.39 2.58

Class 1365
1988-148538-0008 4.38 4.97
1993-147964-0004 6.35 6.95
2412-153948-0000 7.06 7.60
2412-153948-0004 6.84 7.33
2412-153948-0008 5.15 5.60
3536-8226-0006 1.43 1.86
652-130726-0004 6.02 6.53

Class 1366
1462-170138-0007 1.63 1.98
2902-9006-0001 7.73 8.31
5694-64038-0002 0.65 1.02
6345-93302-0002 2.21 2.58
777-126732-0003 6.82 7.40
8297-275155-0013 2.54 3.10
8297-275156-0010 5.39 5.76

Class 1367
2412-153954-0016 7.33 7.78
2803-161169-0007 6.08 6.65
3536-23268-0019 2.09 2.61
5338-284437-0013 7.67 8.30
6241-66616-0014 4.17 4.49
6313-66129-0033 1.30 1.70
84-121123-0018 2.30 2.78

Class 1368
1993-147149-0030 0.77 1.06
2428-83699-0031 1.21 1.69
251-118436-0005 3.85 4.43
422-122949-0013 2.12 2.77
6295-64301-0026 1.43 2.05
84-121550-0030 1.71 2.37
8842-302201-0000 8.64 9.34

Class 1369
1462-170138-0023 0.84 1.19
2078-142845-0005 11.68 12.24
2428-83705-0011 5.17 5.85
2803-161169-0004 3.08 3.70
3576-138058-0022 3.48 3.88
8297-275155-0017 5.67 6.16
8842-304647-0011 1.89 2.36

Class 1370
2086-149220-0037 2.70 2.89
3170-137482-0002 9.68 9.86
3536-8226-0004 11.28 11.52
5536-43358-0015 3.45 3.72
6345-93302-0000 1.35 1.60
652-129742-0018 1.21 1.43
7850-281318-0013 5.04 5.27

Class 1371
1462-170142-0025 4.20 4.39
1462-170145-0011 0.31 0.59
1919-142785-0008 14.07 14.47
2277-149874-0011 0.88 1.22
3853-163249-0049 0.53 0.77
6345-93302-0021 0.58 0.79
7850-286674-0004 0.67 1.01

Class 1372
1272-141231-0005 3.65 3.97
1673-143396-0005 9.96 10.25
1988-148538-0002 2.86 3.28
3536-8226-0016 2.06 2.63
6295-64301-0029 4.37 4.82
6313-66125-0014 1.29 1.68
7976-105575-0029 7.89 8.33

Class 1373
1673-143397-0004 8.28 8.75
2086-149220-0000 8.50 8.79
3536-23268-0022 5.26 5.78
5338-24615-0002 15.92 16.32
5694-64025-0002 7.90 8.53
652-130726-0033 1.65 2.00
7850-73752-0006 7.40 8.10

Class 1374
1919-142785-0041 2.10 2.27
3170-137482-0042 5.76 5.99
5536-43359-0002 5.82 5.96
5694-64025-0009 2.90 3.12
6319-64726-0016 1.25 1.51
6345-93302-0006 1.97 2.18

Class 1375
1673-143396-0006 11.40 11.79
1919-142785-0033 4.19 4.64
2078-142845-0031 1.07 1.64
2078-142845-0031 1.99 2.65
2078-142845-0033 3.41 3.99
8297-275155-0007 0.76 1.18

Class 1376
2902-9006-0015 12.30 12.86
3000-15664-0044 4.64 5.24
5536-43359-0011 5.12 5.67
6241-66616-0008 8.46 8.70
6319-275224-0008 6.90 7.34
8297-275155-0017 5.22 5.67

Class 1377
1673-143397-0020 5.92 6.05
174-50561-0010 11.11 11.24
2035-147960-0001 0.42 0.67
2412-153954-0010 4.91 5.03
3170-137482-0040 3.60 3.73
5536-43358-0019 0.43 0.55

Class 1378
2277-149874-0017 0.69 0.91
2803-161169-0010 1.17 1.83
5338-284437-0009 1.28 1.62
5895-34629-0008 4.50 5.02
7850-73752-0008 8.68 9.01
84-121550-0013 18.20 18.74

Class 1379
1673-143396-0009 14.21 14.34
1988-148538-0000 6.61 6.77
1988-148538-0014 1.66 1.78
2277-149874-0003 6.53 6.67
2412-153948-0014 7.61 7.93
5536-43359-0001 9.21 9.36

Class 1380
1993-147149-0018 5.13 5.35
251-137823-0016 2.77 3.01
2803-154328-0012 0.69 0.99
3853-163249-0012 0.91 1.17
5895-34622-0019 4.82 5.16
6313-66129-0001 2.90 3.14

Class 1381
1988-24833-0016 0.37 0.55
2412-153948-0014 6.22 6.40
2902-9008-0005 0.34 0.59
6319-64726-0003 0.48 0.64
7976-110124-0008 0.23 0.49
84-121550-0013 10.02 10.22

Class 1382
251-118436-0022 2.01 2.47
3000-15664-0013 6.65 7.22
3000-15664-0032 10.59 10.90
3000-15664-0042 3.03 3.33
3000-15664-0045 1.94 2.26
8297-275156-0007 9.33 9.82

Class 1383
1988-148538-0011 4.76 4.93
2035-147961-0004 3.42 3.55
3170-137482-0047 8.04 8.19
6345-64257-0001 12.70 12.84
6345-93306-0025 1.11 1.23
7850-73752-0010 1.86 2.01

Class 1384
1462-170142-0004 4.68 5.07
1462-170145-0016 2.80 3.14
1993-147964-0008 5.44 5.83
2035-152373-0011 6.84 7.28
2428-83705-0002 13.51 14.03
84-121550-0022 3.86 4.27

Class 1385
174-50561-0010 10.78 11.11
5338-284437-0011 0.87 1.48
5536-43359-0011 1.26 1.62
7850-73752-0003 26.90 27.46
84-121123-0005 7.60 7.91
8842-304647-0003 3.52 3.91

Class 1386
1673-143397-0001 7.78 7.86
1919-142785-0011 7.11 7.28
1919-142785-0013 5.17 5.26
1988-147956-0017 1.32 1.52
2428-83699-0007 4.17 4.32
251-136532-0008 1.83 1.98

Class 1387
1919-142785-0043 3.87 4.04
2035-147961-0021 1.39 1.48
422-122949-0013 23.44 23.60
6319-64726-0012 3.09 3.20
6345-93306-0010 3.94 4.05
8842-302196-0001 2.56 2.68

Class 1388
2078-142845-0032 9.55 9.76
2086-149214-0003 5.59 5.91
3536-8226-0027 0.62 0.87
6313-66129-0016 1.21 1.60
6319-57405-0012 6.50 6.84
6345-64257-0001 17.57 17.89

Class 1389
1993-147149-0017 2.12 2.51
1993-147149-0024 0.82 1.32
3170-137482-0044 15.12 15.51
3853-163249-0017 5.27 5.70
422-122949-0021 9.75 10.21
6319-275224-0001 1.37 1.91

Class 1390
2035-147961-0022 1.83 2.38
3000-15664-0005 7.01 7.47
3170-137482-0039 18.24 18.52
3170-137482-0047 9.95 10.53
5895-34622-0023 1.06 1.75
7976-110523-0006 3.79 4.03

Class 1391
2035-147960-0002 3.64 4.08
3081-166546-0077 1.25 1.80
3170-137482-0001 10.65 11.00
422-122949-0003 14.27 14.66
6313-66129-0016 2.28 2.69
6313-76958-0031 0.81 1.07

Class 1392
1919-142785-0019 6.92 7.02
1993-147964-0008 3.41 3.54
2277-149896-0032 6.12 6.23
5338-24615-0010 0.75 0.84
6319-275224-0001 3.19 3.30
6345-64257-0008 1.66 1.74

Class 1393
1919-142785-0012 2.04 2.37
2078-142845-0005 28.67 29.09
2078-142845-0007 10.14 10.42
2078-142845-0014 6.49 7.03
3536-23268-0004 0.99 1.32
652-129742-0015 2.89 3.19

Class 1394
1272-135031-0002 0.74 1.24
1919-142785-0005 6.57 6.90
2078-142845-0007 8.61 9.35
3536-23268-0017 6.59 7.06
5694-64029-0000 0.48 0.88
6319-275224-0019 1.76 2.35

Class 1395
1272-135031-0003 2.84 2.94
1988-147956-0008 6.11 6.19
1988-24833-0003 2.80 2.87
5536-43363-0007 1.63 1.86
6313-66125-0014 3.07 3.17
8297-275156-0006 1.84 2.09

Class 1396
1462-170138-0017 0.71 1.06
1988-147956-0005 1.01 1.26
2078-142845-0031 9.31 9.66
3081-166546-0031 1.06 1.35
422-122949-0018 2.38 2.65
5536-43359-0011 13.81 14.17

Class 1397
1993-147149-0020 10.81 10.92
2078-142845-0008 7.40 7.59
3853-163249-0046 11.57 11.75
422-122949-0034 4.33 4.54
5536-43363-0007 8.00 8.25
8842-302201-0015 8.21 8.34

Class 1398
2086-149220-0003 1.44 1.87
251-136532-0004 14.42 14.96
3536-8226-0031 2.16 2.61
3752-4944-0001 3.32 4.16
6313-66129-0026 1.58 2.11
777-126732-0008 1.73 2.17

Class 1399
2035-147960-0016 2.11 2.60
2277-149874-0015 3.04 3.47
652-129742-0003 8.43 8.97
8297-275154-0021 2.84 3.45
8297-275155-0031 3.85 4.40
84-121550-0006 1.03 1.70

Class 1400
2035-152373-0003 1.22 1.76
2412-153948-0001 1.80 2.20
3170-137482-0002 6.53 7.17
5895-34622-0008 4.78 5.50
6241-61946-0005 1.06 1.50
652-130726-0002 11.15 11.65

Class 1401
2035-147961-0020 1.85 2.19
3000-15664-0045 2.58 2.87
3536-23268-0017 15.59 15.92
3576-138058-0005 12.40 12.74
5694-64029-0017 1.57 1.84
6313-66129-0027 1.12 1.62

Class 1402
3000-15664-0003 1.80 2.45
5536-43359-0002 1.55 2.09
6295-64301-0012 3.91 4.54
6313-76958-0009 3.70 4.09
7850-73752-0001 7.17 7.76
84-121123-0022 1.98 2.43

Class 1403
3170-137482-0010 8.80 9.15
3752-4944-0068 1.42 2.16
422-122949-0019 11.37 11.90
5536-43358-0008 5.54 5.91
6313-76958-0026 3.13 3.55
652-129742-0015 1.29 1.85

Class 1404
1919-142785-0008 9.32 9.66
2902-9006-0003 11.01 11.19
3576-138058-0018 1.03 1.30
777-126732-0045 9.10 9.33
7850-286674-0010 4.18 4.61
84-121123-0017 2.16 2.29

Class 1405
2277-149897-0033 1.23 1.52
251-136532-0004 19.89 20.41
3081-166546-0011 1.79 2.23
5338-24615-0010 2.41 2.74
5536-43363-0013 0.53 0.92
6319-64726-0013 2.83 3.30

Class 1406
2803-154328-0017 1.04 1.14
3081-166546-0088 6.53 6.71
3576-138058-0022 24.13 24.45
652-130726-0005 5.70 5.81
777-126732-0063 15.18 15.30
7976-110523-0017 8.60 8.79

Class 1407
2078-142845-0007 2.38 2.89
2277-149896-0025 1.33 1.65
3081-166546-0089 8.59 9.02
422-122949-0010 10.42 10.78
5536-43359-0004 3.62 4.06
6241-66616-0008 13.52 13.82

Class 1408
1462-170145-0013 1.31 1.53
1988-147956-0027 5.98 6.13
2035-147961-0002 2.55 2.70
3576-138058-0024 2.51 2.67
6295-64301-0017 3.48 3.69
8842-302203-0009 6.56 6.79

Class 1409
1919-142785-0020 1.43 1.56
2078-142845-0017 4.37 4.79
6313-66129-0033 2.39 2.55
6345-93302-0009 5.18 5.36
84-121123-0023 0.65 0.83
8842-302201-0014 3.57 3.70

Class 1410
1462-170145-0020 0.51 0.86
2277-149897-0007 6.21 6.49
3081-166546-0058 0.51 1.10
6313-66125-0025 4.03 4.53
777-126732-0062 0.30 0.77
84-121123-0015 2.09 2.65

Class 1411
174-168635-0022 1.68 2.19
3752-4943-0012 2.13 2.68
3752-4943-0023 1.45 1.98
3853-163249-0005 8.21 8.52
6313-66129-0004 2.18 2.60
8297-275154-0004 0.62 0.96

Class 1412
1673-143397-0016 3.41 3.70
5536-43358-0006 4.52 4.77
6241-66616-0008 11.11 11.38
6295-244435-0001 2.37 2.68
652-129742-0015 10.39 10.62
7850-111771-0008 4.28 4.69

Class 1413
1673-143396-0004 14.90 15.23
1673-143397-0011 3.02 3.42
174-84280-0013 9.11 9.72
3536-23268-0016 4.85 5.31
5536-43359-0017 0.94 1.39
6295-244435-0018 3.44 3.89

Class 1414
1272-135031-0023 0.50 0.97
1988-148538-0001 4.07 4.42
1988-148538-0014 1.85 2.14
3752-4944-0062 2.01 2.49
5338-284437-0020 6.31 6.74
777-126732-0057 3.81 4.25

Class 1415
1673-143396-0005 3.12 3.69
2078-142845-0019 5.30 6.33
2277-149874-0000 11.93 12.62
2412-153954-0018 6.12 6.68
5536-43358-0011 2.64 3.40
5895-34615-0019 3.03 3.86

Class 1416
1272-135031-0024 3.41 3.76
1272-141231-0029 1.68 2.11
1988-148538-0000 3.55 4.00
2035-147961-0000 6.47 6.83
2428-83699-0000 4.93 5.24
3853-163249-0048 3.09 3.49

Class 1417
1272-135031-0001 6.03 6.52
2428-83705-0037 6.98 7.57
2902-9008-0011 5.26 5.77
422-122949-0010 12.37 12.83
422-122949-0023 7.79 8.35
5536-43363-0005 10.18 10.64

Class 1418
174-50561-0010 12.83 12.94
2035-152373-0013 13.91 14.08
2078-142845-0050 4.79 5.06
2412-153948-0013 4.79 4.91
6345-93302-0015 4.65 4.73
7850-286674-0014 5.72 5.85

Class 1419
1673-143397-0019 8.79 8.93
2803-161169-0012 4.30 4.48
5338-24615-0002 16.32 16.48
6313-76958-0011 3.10 3.24
6319-275224-0003 7.25 7.44
6319-275224-0011 7.32 7.48

Class 1420
2086-149220-0026 1.82 2.20
2428-83705-0041 0.76 1.22
422-122949-0014 3.66 4.19
5694-64038-0010 4.05 4.46
7976-110124-0009 1.61 1.98
7976-110523-0002 5.75 6.24

Class 1421
2035-152373-0013 8.85 9.09
2277-149897-0014 2.82 3.21
3170-137482-0002 13.19 13.60
3853-163249-0022 5.61 6.04
422-122949-0012 8.75 9.12
84-121550-0001 2.94 3.26

Class 1422
2035-152373-0009 5.19 5.62
2428-83705-0037 3.88 4.35
3081-166546-0071 4.53 4.98
3081-166546-0079 0.95 1.38
422-122949-0027 4.10 4.47
8842-302203-0010 4.86 5.24

Class 1423
1462-170138-0006 8.12 8.58
2086-149214-0001 6.46 6.97
2428-83705-0017 4.62 4.99
251-136532-0019 8.88 9.35
5694-64038-0008 1.62 1.95
777-126732-0041 9.68 10.09

Class 1424
2428-83705-0006 2.90 3.35
3536-23268-0009 2.44 2.96
3853-163249-0024 0.93 1.34
652-130737-0000 9.14 9.59
7976-105575-0014 0.84 1.24
7976-110523-0009 2.93 3.50

Class 1425
174-84280-0001 0.71 1.11
2035-147961-0031 1.91 2.23
2803-154328-0020 8.75 9.22
3000-15664-0008 6.84 7.28
3536-8226-0027 1.31 1.66
3853-163249-0037 4.11 4.59

Class 1426
1673-143396-0008 6.79 7.29
1988-147956-0001 6.22 6.99
2428-83705-0029 2.61 3.45
2428-83705-0043 3.89 4.43
2902-9006-0009 3.87 4.56
5895-34622-0008 2.08 2.65

Class 1427
2035-152373-0002 0.44 0.65
3853-163249-0026 0.53 0.71
5694-64029-0007 5.23 5.37
6345-93302-0007 0.33 0.50
7976-105575-0026 2.21 2.32
7976-110523-0020 0.99 1.19

Class 1428
1272-141231-0010 8.04 8.61
174-50561-0011 2.38 2.75
251-137823-0008 1.68 2.21
5895-34629-0030 6.66 7.05
6345-93302-0002 4.23 4.76
8842-304647-0006 4.62 5.28

Class 1429
1919-142785-0023 6.22 6.74
2078-142845-0045 5.73 6.65
3170-137482-0040 8.04 8.72
5895-34629-0021 6.02 6.58
6345-93306-0024 1.67 2.13
652-130726-0002 5.51 5.99

Class 1430
1993-147149-0002 0.51 0.69
1993-147149-0003 0.51 0.61
5338-284437-0022 5.43 5.57
5694-64029-0017 0.45 0.62
777-126732-0011 0.43 0.58
84-121550-0015 0.52 0.76

Class 1431
5536-43358-0005 11.88 12.64
6241-61946-0021 2.27 2.75
8842-302196-0000 0.40 1.07
8842-302196-0001 5.74 6.43
8842-302196-0002 1.71 2.61
8842-302196-0006 2.80 3.34

Class 1432
1988-24833-0025 1.56 1.74
3752-4944-0051 1.28 1.55
777-126732-0079 6.09 6.30
8297-275154-0015 1.56 1.79
8842-302196-0010 4.63 4.83
8842-302203-0002 7.54 7.71

Class 1433
1272-135031-0024 1.41 1.70
1673-143397-0001 2.74 3.08
2035-152373-0007 2.50 3.01
2086-149220-0004 1.96 2.34
3853-163249-0025 0.46 0.80
6345-93306-0006 3.32 3.62

Class 1434
2035-147960-0000 3.03 3.30
2428-83705-0024 0.64 0.88
3000-15664-0013 4.73 4.98
3536-8226-0000 6.14 6.74
3853-163249-0051 3.21 3.48
6319-57405-0009 13.83 14.22

Class 1435
1988-24833-0020 5.63 5.94
251-136532-0019 4.71 5.06
5895-34622-0011 14.30 14.60
6241-61946-0004 3.48 3.83
7976-105575-0027 5.17 5.68
84-121550-0007 7.45 8.01

Class 1436
3000-15664-0030 2.35 2.63
5694-64029-0030 2.32 2.51
652-130726-0023 5.01 5.24
652-130726-0033 1.25 1.54
652-130726-0033 4.28 4.59
84-121550-0022 6.64 6.87

Class 1437
251-136532-0023 4.63 5.13
3752-4944-0020 9.00 9.58
5338-284437-0030 0.99 1.33
6319-64726-0016 2.10 2.51
7976-110523-0008 7.73 8.24
8842-302203-0005 3.62 4.12

Class 1438
1993-147149-0001 6.19 6.56
1993-147966-0006 0.52 0.71
2412-153954-0019 5.30 5.79
3081-166546-0009 1.17 1.50
3081-166546-0026 3.89 4.40
7976-110523-0004 2.78 3.06

Class 1439
2086-149214-0004 9.40 9.86
251-137823-0010 1.31 1.86
3170-137482-0000 12.32 12.81
3853-163249-0038 2.84 3.23
5536-43358-0011 6.76 7.35
6295-64301-0011 9.37 9.91

Class 1440
1919-142785-0059 4.89 5.23
2086-149220-0013 15.75 16.09
3000-15664-0043 8.57 8.93
652-129742-0005 1.21 1.69
652-130726-0024 6.53 7.00
84-121550-0000 5.16 5.58

Class 1441
2078-142845-0006 7.67 7.96
3081-166546-0064 1.76 2.22
5694-64025-0016 9.06 9.28
84-121123-0016 7.59 7.78
8842-302196-0003 0.61 0.89
8842-304647-0009 10.75 11.04

Class 1442
2412-153947-0014 0.90 1.16
251-118436-0003 5.48 5.82
5536-43363-0005 14.29 14.68
5536-43363-0007 9.07 9.46
6295-64301-0016 5.68 6.06
6319-64726-0011 4.53 4.82

Class 1443
2078-142845-0013 6.73 7.19
3170-137482-0010 5.08 5.30
3536-8226-0010 2.37 2.56
3752-4944-0062 3.14 3.34
6319-275224-0006 6.35 6.60
652-130726-0034 0.22 0.54

Class 1444
1462-170142-0011 1.15 1.53
3576-138058-0022 0.68 1.09
5694-64025-0010 11.71 12.15
6345-93302-0019 1.64 2.06
6345-93306-0000 16.26 16.69
7976-105575-0010 3.66 4.18

Class 1445
1272-135031-0010 0.00 0.33
2902-9006-0002 0.00 0.50
3081-166546-0036 0.00 0.39
3081-166546-0037 0.00 0.51
3081-166546-0050 0.00 0.37
84-121550-0025 1.12 1.49

Class 1446
1919-142785-0015 2.29 2.38
1919-142785-0059 7.10 7.24
1988-147956-0017 0.36 0.50
1993-147964-0002 5.33 5.58
2078-142845-0008 8.80 8.92
8297-275154-0000 3.20 3.46

Class 1447
1272-128104-0011 2.86 3.35
1462-170138-0021 7.49 8.15
174-84280-0006 5.97 6.56
3000-15664-0043 1.55 2.28
6295-64301-0026 9.52 10.21
6345-93302-0005 4.44 4.91

Class 1448
3081-166546-0001 0.51 1.27
3536-23268-0002 8.54 9.08
3576-138058-0033 1.02 1.67
3853-163249-0038 4.77 5.19
422-122949-0026 11.34 11.87
8842-302203-0010 13.64 14.22

Class 1449
2078-142845-0034 6.78 7.15
2086-149220-0035 6.12 6.27
2412-153948-0006 7.22 7.51
3081-166546-0069 2.68 2.93
5338-24640-0007 14.50 14.87
7850-281318-0023 3.42 3.67

Class 1450
2428-83705-0042 4.42 4.67
5895-34622-0004 1.02 1.27
6345-64257-0006 7.19 7.55
777-126732-0007 9.58 9.89
777-126732-0063 9.16 9.45
7976-105575-0011 1.10 1.41

Class 1451
2902-9006-0015 17.33 17.72
3752-4943-0024 3.06 3.40
3752-4944-0016 10.27 10.64
3752-4944-0035 1.99 2.34
3752-4944-0036 4.30 4.67
5694-64029-0013 2.17 2.51

Class 1452
1988-148538-0012 3.76 3.91
2412-153948-0006 15.06 15.19
3000-15664-0011 8.64 8.87
3000-15664-0029 0.31 0.63
3536-8226-0008 3.39 3.67
7976-105575-0029 9.99 10.39

Class 1453
2277-149896-0015 0.49 0.74
2428-83699-0034 6.80 7.20
6241-61943-0002 2.14 2.57
6319-57405-0008 6.32 6.65
7976-110124-0006 5.09 5.48
7976-110523-0010 7.94 8.43

Class 1454
1673-143396-0011 12.64 13.17
1673-143397-0015 3.29 3.73
251-137823-0019 1.89 2.55
3752-4944-0058 0.48 0.82
777-126732-0056 5.24 5.65
8842-302201-0012 0.98 1.38

Class 1455
1673-143397-0020 11.95 12.06
2277-149897-0010 3.15 3.24
2902-9006-0007 1.85 1.96
3536-23268-0019 5.37 5.49
422-122949-0024 7.36 7.48
5338-24640-0007 8.09 8.21

Class 1456
2078-142845-0038 2.25 2.94
3853-163249-0025 2.29 2.68
422-122949-0020 15.24 15.94
7850-73752-0002 0.70 1.21
7976-105575-0015 1.16 1.56
7976-105575-0027 0.43 1.02

Class 1457
1988-147956-0017 4.69 4.76
3170-137482-0037 1.84 1.89
6241-61943-0026 3.05 3.11
777-126732-0004 2.04 2.14
777-126732-0065 0.95 1.11
84-121123-0026 3.08 3.13

Class 1458
1919-142785-0026 1.07 1.30
1993-147149-0004 3.81 4.09
2803-161169-0008 1.02 1.20
3081-166546-0089 4.20 4.43
422-122949-0024 5.94 6.16
8842-302201-0006 3.44 3.73

Class 1459
251-118436-0003 4.11 4.63
3000-15664-0001 1.01 1.35
3752-4943-0013 1.63 2.08
3752-4944-0067 1.06 1.41
5338-24615-0006 8.32 8.75
6345-93306-0023 0.56 0.87

Class 1460
2078-142845-0034 1.53 1.84
2086-149220-0032 1.13 1.30
2428-83705-0038 0.41 0.50
2803-161169-0005 5.56 5.82
2902-9006-0018 12.70 12.84
8297-275154-0004 5.17 5.27

Class 1461
1988-147956-0007 2.52 2.90
1993-147149-0021 9.68 10.03
2078-142845-0033 6.96 7.28
3170-137482-0022 13.17 13.35
3752-4943-0012 0.84 1.12
6345-93306-0007 3.09 3.37

Class 1462
2803-154328-0003 4.83 5.09
2902-9008-0011 2.41 2.76
3081-166546-0011 1.43 1.79
3576-138058-0019 2.10 2.29
6241-61946-0013 2.88 3.29
6319-64726-0017 5.47 5.82

Class 1463
1993-147149-0018 3.94 4.39
2086-149220-0044 2.10 2.62
2428-83705-0002 7.82 8.20
3536-23268-0011 1.27 1.84
84-121123-0005 2.61 3.02
8842-302203-0002 4.59 4.86

Class 1464
3000-15664-0045 1.37 1.94
5694-64029-0024 4.27 4.74
5694-64029-0024 5.74 6.27
6313-66129-0031 2.85 3.23
6319-57405-0002 3.00 3.56
7976-105575-0016 7.59 8.16

Class 1465
2035-147961-0032 11.70 12.17
5536-43359-0016 5.29 5.79
5895-34629-0030 2.46 2.89
6295-64301-0024 5.72 6.20
8297-275154-0014 2.98 3.46
84-121550-0021 2.81 3.38

Class 1466
2035-147960-0005 1.24 1.54
2428-83705-0025 5.70 5.92
2428-83705-0029 1.49 1.82
3081-166546-0001 7.54 7.81
3081-166546-0007 4.22 4.47
3081-166546-0089 5.71 6.03

Class 1467
2902-9006-0017 19.47 19.67
5338-24615-0008 6.19 6.35
6345-93302-0008 1.65 1.75
6345-93306-0019 4.01 4.15
7976-110124-0009 1.28 1.50
8297-275155-0011 7.03 7.33

Class 1468
1462-170142-0041 4.34 4.60
2803-161169-0005 7.13 7.35
3853-163249-0054 9.41 9.54
5536-43358-0008 16.09 16.29
6241-61943-0016 3.80 3.98
6241-61946-0014 2.83 2.96

Class 1469
1919-142785-0054 5.49 5.78
1993-147149-0022 4.99 5.25
3576-138058-0019 0.53 0.68
6241-61943-0020 0.97 1.12
6241-61946-0016 2.52 2.76
8842-302203-0007 2.79 2.96

Class 1470
174-84280-0007 2.34 2.50
2277-149874-0008 1.32 1.55
251-118436-0023 1.82 1.98
2902-9006-0014 8.14 8.24
8297-275155-0000 6.15 6.31
8297-275156-0013 2.78 2.98

Class 1471
2035-147960-0001 2.05 2.55
2078-142845-0014 0.67 1.31
2428-83699-0034 1.53 2.07
3000-15664-0020 13.54 13.99
5694-64025-0014 10.83 11.26
5694-64029-0023 2.65 3.15

Class 1472
1919-142785-0010 3.51 3.87
1993-147149-0001 1.30 1.59
6241-66616-0009 10.49 10.95
6295-244435-0024 1.10 1.65
6295-64301-0018 9.02 9.65
6319-57405-0008 9.54 9.95

Class 1473
2078-142845-0031 3.24 4.05
3000-15664-0006 1.63 2.33
3170-137482-0037 2.10 2.58
422-122949-0000 16.82 17.56
6319-275224-0020 3.30 3.82
652-129742-0001 5.55 6.16

Class 1474
1919-142785-0062 3.63 4.14
3170-137482-0008 3.37 3.83
3752-4943-0027 2.48 2.81
5536-43358-0017 13.42 13.80
6319-64726-0012 8.65 9.21
8297-275156-0001 4.13 4.64

Class 1475
1988-24833-0020 0.31 0.55
5536-43358-0007 2.59 2.96
5536-43358-0010 6.64 7.09
6345-64257-0010 2.70 3.19
84-121123-0020 0.93 1.28
8842-302201-0012 3.04 3.24

Class 1476
1988-148538-0015 3.11 3.22
1993-147965-0008 3.64 3.82
251-118436-0005 2.49 2.58
7850-111771-0002 5.07 5.14
7850-73752-0003 19.47 19.56
8297-275155-0002 4.40 4.57

Class 1477
1673-143396-0020 9.20 9.56
2078-142845-0008 6.25 6.78
2277-149897-0010 1.39 1.68
5694-64038-0016 1.81 2.12
777-126732-0056 8.67 9.09
7976-110523-0000 10.67 11.05

Class 1478
1673-143396-0005 3.83 4.14
2412-153947-0011 3.02 3.30
2902-9006-0005 4.58 4.86
3000-15664-0035 15.28 15.64
5338-24615-0003 6.76 7.06
6313-66129-0002 1.91 2.10

Class 1479
2086-149220-0040 4.71 4.91
2428-83705-0037 4.87 5.54
3536-8226-0026 1.19 1.47
6295-64301-0000 6.94 7.37
6313-66129-0026 8.05 8.34
8297-275156-0005 1.63 2.11

Class 1480
1993-147149-0028 2.23 2.59
2086-149220-0036 3.94 4.16
2412-153947-0013 2.42 2.71
5536-43363-0005 9.15 9.26
6319-275224-0006 9.18 9.26
6319-57405-0008 1.27 1.58

Class 1481
3000-15664-0018 4.63 5.29
3081-166546-0044 2.77 3.27
5536-43359-0018 4.74 5.18
6295-64301-0012 0.81 1.42
6295-64301-0030 1.07 1.69
8842-302203-0006 1.40 1.82

Class 1482
174-168635-0013 2.39 2.65
1919-142785-0007 2.20 2.69
1993-147964-0007 2.26 2.58
2086-149220-0009 0.49 0.74
2412-153947-0005 3.60 4.13
2803-161169-0001 0.62 1.26

Class 1483
1919-142785-0036 6.63 7.01
1993-147149-0018 8.02 8.45
2428-83699-0024 0.59 0.86
3170-137482-0041 4.31 4.58
5536-43359-0003 0.77 1.13
6241-66616-0002 3.42 3.85

Class 1484
2035-147961-0018 4.08 4.51
2277-149874-0020 1.13 1.67
3536-8226-0020 4.28 4.71
5536-43363-0002 2.80 3.35
6319-57405-0006 1.40 1.87
7976-110523-0004 1.00 1.35

Class 1485
1673-143396-0003 10.15 10.29
1673-143396-0005 0.51 0.81
422-122949-0022 2.34 2.52
5694-64029-0008 0.35 0.61
6241-66616-0024 2.71 2.86
777-126732-0079 7.99 8.20

Class 1486
1673-143397-0005 1.80 2.40
1993-147964-0007 1.86 2.26
1993-147964-0008 5.83 6.30
1993-147966-0000 1.26 1.73
3853-163249-0022 5.14 5.61
5536-43358-0006 8.82 9.25

Class 1487
174-50561-0016 10.37 10.81
1988-148538-0004 7.87 8.23
2277-149897-0014 1.02 1.28
3000-15664-0024 0.66 1.18
3576-138058-0009 4.54 5.05
8842-304647-0004 6.41 6.90

Class 1488
1462-170138-0021 1.65 1.92
1462-170142-0001 8.13 8.60
1462-170145-0007 5.09 5.41
1993-147149-0006 20.25 20.54
2035-147960-0005 2.83 3.28
7976-110523-0017 4.86 5.34

Class 1489
1272-135031-0024 12.23 12.64
2412-153954-0000 7.53 7.92
3000-15664-0043 0.53 1.21
3536-23268-0025 0.53 0.90
422-122949-0014 11.22 11.73
422-122949-0034 3.81 4.33

Class 1490
174-168635-0005 3.37 3.54
3081-166546-0070 9.32 9.53
422-122949-0022 9.21 9.46
6295-244435-0016 4.72 4.97
652-129742-0004 0.55 0.72
