Class 0
5895-34629-0001 0.32 0.45
777-126732-0020 0.33 0.90

Class 1034
1988-148538-0000 13.88 13.95
2277-149897-0004 1.24 1.65
2803-154328-0020 7.49 8.24
422-122949-0007 0.46 0.91
7976-105575-0015 0.35 0.68
7976-110523-0000 0.03 0.63
84-121550-0023 0.16 0.32
8842-302201-0000 0.46 1.16

Class 1035
1673-143396-0016 11.75 12.23
3081-166546-0085 4.66 4.82
7850-281318-0011 0.51 0.63
84-121123-0002 0.28 0.43
84-121123-0004 0.25 0.34
84-121123-0010 0.41 0.89
8842-302196-0006 2.67 2.80
8842-304647-0012 0.49 0.79

Class 1036
174-84280-0004 12.04 12.75
2428-83705-0014 0.56 0.80
422-122949-0007 10.03 10.35
5895-34629-0026 8.65 9.07
6241-61943-0027 16.95 17.39
6241-66616-0009 9.49 9.87
6313-66125-0027 11.13 11.63
6319-275224-0014 3.05 3.22

Class 1037
1272-135031-0000 9.43 9.89
1272-135031-0009 0.67 0.90
2078-142845-0047 1.24 1.81
251-118436-0013 3.32 3.35
6295-244435-0017 4.02 4.40
6345-93302-0011 0.29 0.62
7850-73752-0003 24.31 24.72
8297-275155-0024 3.60 3.63

Class 1038
1462-170142-0014 1.70 2.06
1462-170142-0017 0.58 0.96
3752-4944-0036 6.51 6.85
6295-244435-0010 5.16 5.25
652-130726-0005 4.75 4.86
777-126732-0010 0.64 0.79
777-126732-0059 0.67 0.79
777-126732-0073 2.07 2.35

Class 1039
1462-170138-0021 6.97 7.27
1462-170145-0002 0.65 1.06
1919-142785-0060 6.23 6.89
1988-24833-0019 1.72 1.75
2078-142845-0012 7.63 7.82
3000-15664-0012 8.36 8.88
6319-64726-0003 2.51 2.93
8842-302201-0013 3.52 3.99

Class 1040
1988-24833-0009 4.21 4.36
1988-24833-0011 4.96 5.08
2277-149897-0011 0.40 0.53
422-122949-0027 8.82 9.03
5338-284437-0029 5.44 5.80
5895-34629-0008 9.94 10.32
6313-76958-0011 2.64 2.76
8297-275155-0017 7.22 7.82

Class 1041
1988-148538-0002 2.17 2.36
2412-153947-0008 10.37 10.84
2803-154320-0003 1.67 2.54
3170-137482-0017 7.86 8.09
6313-66125-0022 5.35 5.66
6313-76958-0019 2.19 2.35
777-126732-0011 0.99 1.10
777-126732-0030 3.10 3.26

Class 1042
1462-170145-0013 2.63 3.02
1462-170145-0022 5.73 6.02
2412-153948-0007 1.25 1.54
3170-137482-0044 0.99 1.27
3576-138058-0014 11.30 11.45
3853-163249-0052 1.53 2.07
8842-302201-0015 5.54 5.97
8842-302203-0002 10.19 10.31

Class 1043
2086-149214-0002 9.48 9.52
3000-15664-0019 4.33 4.89
422-122949-0018 8.72 9.29
5338-24615-0005 8.71 8.87
777-126732-0045 5.84 6.48
7976-110124-0017 1.16 1.45
8297-275154-0000 8.22 8.88
84-121123-0011 1.16 1.64

Class 1044
1919-142785-0007 3.40 3.58
1919-142785-0057 0.56 0.88
2086-149220-0001 12.90 13.13
2277-149897-0032 7.14 7.28
2902-9006-0016 7.29 7.57
3081-166546-0051 3.86 4.10
3752-4944-0025 2.67 2.76
6319-275224-0019 1.76 2.35

Class 1045
174-84280-0001 9.88 10.07
174-84280-0015 5.00 5.68
2086-149220-0013 4.08 4.30
2086-149220-0040 1.04 1.39
3853-163249-0001 1.82 2.06
6295-64301-0023 16.93 17.47
652-130726-0027 3.94 4.36
8842-302196-0000 1.26 1.29

Class 1046
1993-147149-0009 11.02 11.11
2277-149897-0003 1.94 2.32
2412-153954-0020 3.24 3.34
251-136532-0004 14.42 14.96
3536-23268-0007 6.15 6.34
3536-23268-0024 4.61 5.05
3853-163249-0030 0.53 0.80
6313-66129-0007 1.69 2.02

Class 1047
2078-142845-0039 6.86 7.02
2086-149220-0012 7.46 7.59
2803-161169-0013 7.94 8.38
3000-15664-0005 5.67 5.93
3000-15664-0043 6.58 6.71
3752-4943-0022 1.46 1.88
652-130726-0016 3.64 3.96
84-121123-0026 8.01 8.16

Class 1048
1462-170145-0004 3.19 3.55
2902-9008-0006 9.16 9.54
3536-8226-0004 10.21 10.50
3853-163249-0039 2.38 2.84
5895-34629-0015 5.72 5.93
6295-244435-0014 0.88 1.19
6345-64257-0018 3.91 4.10
8297-275155-0018 3.57 3.76

Class 1049
2277-149896-0025 3.22 3.40
2277-149897-0016 1.49 2.00
3536-8226-0025 1.00 1.13
5895-34622-0009 8.07 8.46
6313-66125-0016 6.60 6.68
6313-66125-0022 4.62 4.65
6313-76958-0001 1.90 2.10
6345-93302-0027 4.77 5.07

Class 1050
2428-83699-0002 0.95 1.25
2428-83705-0038 6.21 6.36
2803-161169-0004 9.95 10.46
2902-9006-0007 15.39 15.52
3000-15664-0010 2.47 2.60
3000-15664-0034 4.23 4.32
3000-15664-0045 4.94 5.23
3170-137482-0000 2.18 2.29

Class 1051
1993-147149-0022 4.62 4.87
2035-152373-0003 6.02 6.42
2035-152373-0004 4.64 4.95
3081-166546-0058 2.04 2.39
3536-8226-0001 1.74 1.89
3752-4944-0017 6.12 6.58
6319-275224-0008 9.73 10.02
6319-57405-0005 7.56 7.72

Class 1052
1919-142785-0030 3.40 3.87
1993-147149-0019 5.22 5.56
2035-147961-0006 2.16 2.53
2277-149896-0026 2.29 2.45
3536-8226-0001 4.11 4.60
3536-8226-0029 1.01 1.29
6313-66129-0013 1.88 2.05
6345-64257-0013 0.93 1.09

Class 1053
1988-147956-0019 3.73 4.16
1988-148538-0011 0.72 1.31
2803-154328-0008 1.74 2.13
2803-161169-0013 5.55 5.76
422-122949-0006 7.13 7.16
777-126732-0015 9.17 9.51
84-121123-0005 14.03 14.21
8842-302203-0009 7.69 7.72

Class 1054
1993-147149-0007 2.24 2.32
2902-9006-0005 22.51 22.66
3853-163249-0049 0.40 0.53
5338-284437-0032 0.45 0.63
5895-34615-0013 3.48 3.60
6313-66129-0015 6.76 7.29
6319-275224-0004 2.88 3.02
777-126732-0002 2.38 2.44

Class 1055
1673-143397-0006 7.39 7.47
1673-143397-0020 1.27 1.39
174-84280-0005 7.10 7.20
2035-147961-0028 1.64 2.17
3170-137482-0024 1.09 1.29
5694-64038-0018 4.79 4.97
8297-275156-0002 0.63 0.75

Class 1056
1462-170138-0005 3.03 3.78
1462-170142-0021 0.68 0.98
1993-147149-0018 1.56 1.91
3170-137482-0036 4.03 4.17
3576-138058-0022 8.52 8.96
3752-4944-0022 3.57 4.06
6313-66129-0027 0.67 1.12

Class 1057
1993-147964-0008 5.08 5.26
2277-149896-0021 1.26 1.57
2412-153948-0008 4.65 4.72
3853-163249-0005 1.15 1.31
3853-163249-0045 0.81 1.13
6345-93306-0007 1.46 1.60
6345-93306-0023 7.10 7.30

Class 1058
1673-143396-0018 0.03 0.47
1993-147149-0014 0.38 0.66
3576-138058-0018 3.11 3.27
5895-34615-0002 5.72 5.90
5895-34629-0028 3.72 4.27
6313-66129-0032 0.27 0.45
84-121550-0007 0.33 0.52

Class 1059
174-50561-0014 0.50 0.69
2086-149220-0011 0.50 0.61
2803-161169-0015 12.51 12.84
3536-8226-0012 0.21 0.55
3752-4944-0013 0.10 0.26
6295-64301-0023 9.99 10.44
652-130726-0016 3.96 4.12

Class 1060
1462-170145-0006 1.46 1.54
2412-153948-0006 3.80 3.94
2902-9006-0009 1.12 1.22
3576-138058-0006 2.81 3.10
422-122949-0002 2.82 3.16
84-121123-0002 11.02 11.37
84-121123-0007 0.70 0.77

Class 1061
1993-147965-0002 0.70 0.94
2035-147961-0038 0.93 1.02
2902-9006-0015 16.42 16.54
5895-34629-0012 2.09 2.50
6241-66616-0002 1.32 1.90
6345-64257-0009 4.55 4.66
6345-93306-0019 6.83 7.04

Class 1062
1988-24833-0002 1.12 1.32
3000-15664-0014 3.17 3.45
3576-138058-0018 1.98 2.45
3576-138058-0029 0.85 1.08
6313-66125-0011 3.35 3.66
7976-105575-0016 4.48 4.83
84-121123-0003 3.90 4.12

Class 1063
2086-149220-0008 0.50 0.65
2902-9006-0009 6.75 7.03
2902-9008-0002 9.45 9.53
5536-43359-0007 5.29 5.60
5536-43363-0005 11.26 11.42
6313-66129-0034 0.83 0.94
7850-73752-0007 6.71 7.15

Class 1064
1673-143396-0014 0.59 0.75
2277-149896-0031 1.20 1.73
251-118436-0020 3.49 3.95
777-126732-0003 6.01 6.15
777-126732-0024 5.65 5.99
84-121550-0028 4.33 4.58
8842-302201-0006 5.93 6.23

Class 1065
2035-147961-0005 5.36 5.54
2086-149220-0002 14.23 14.34
2086-149220-0042 1.39 1.47
251-118436-0002 1.81 1.98
251-118436-0012 6.61 6.94
5338-24615-0002 13.34 13.43
6295-64301-0022 7.38 7.79

Class 1066
2412-153947-0003 5.55 5.93
2803-161169-0012 11.13 11.33
5338-24615-0004 0.75 0.91
5338-284437-0026 2.40 2.52
5895-34622-0011 6.76 7.52
5895-34622-0023 1.75 2.04
6241-66616-0004 3.28 3.66

Class 1067
1919-142785-0011 4.96 5.33
3170-137482-0027 7.55 7.78
422-122949-0003 3.92 4.28
5694-64025-0021 3.04 3.32
5694-64025-0023 6.53 6.70
5694-64029-0005 0.72 0.80
6345-64257-0006 5.87 5.90

Class 1068
1673-143397-0010 4.57 4.91
1988-148538-0001 3.98 4.07
3170-137482-0004 2.52 2.68
5338-24615-0004 19.40 19.61
777-126732-0028 5.74 6.38
84-121123-0024 4.39 4.75
84-121123-0025 4.97 5.18

Class 1069
3752-4944-0015 1.51 1.67
3853-163249-0027 1.66 1.97
5536-43358-0009 5.35 5.47
5694-64025-0013 2.25 2.94
6345-93302-0004 3.12 3.22
6345-93306-0023 5.91 5.94
8297-275154-0017 1.66 1.84

Class 1070
1673-143397-0007 3.19 3.88
1919-142785-0055 4.75 5.42
6241-66616-0012 3.87 4.14
6295-64301-0032 1.97 2.51
777-126732-0023 3.33 3.75
7976-105575-0005 3.48 3.75
8297-275154-0008 0.71 1.34

Class 1071
174-168635-0000 0.00 0.45
174-84280-0002 0.00 0.53
2412-153954-0024 0.00 0.50
3536-8226-0026 0.00 0.31
5536-43363-0014 0.00 0.45
7976-105575-0008 0.00 0.46
8842-302201-0006 0.00 0.73

Class 1072
1988-147956-0019 0.66 0.90
1993-147149-0009 0.74 1.14
1993-147149-0023 6.92 7.11
2086-149220-0005 5.67 5.81
2412-153954-0003 2.63 2.81
7850-281318-0013 5.27 5.39
84-121123-0000 0.89 1.27

Class 1073
1462-170145-0014 0.99 1.09
2412-153947-0013 1.36 1.46
2803-154320-0000 5.42 5.68
5338-24615-0008 8.64 9.42
5694-64038-0018 5.99 6.25
6295-64301-0021 1.93 2.11
777-126732-0026 0.47 0.61

Class 1074
2277-149896-0016 1.65 1.68
3081-166546-0061 0.78 1.17
422-122949-0022 15.21 15.32
422-122949-0033 3.03 3.60
6241-61943-0026 5.51 5.64
6345-93302-0015 5.20 5.34
8842-304647-0010 10.78 11.09

Class 1075
3081-166546-0032 1.16 2.12
3081-166546-0069 1.96 2.47
3170-137482-0041 3.83 4.03
422-122949-0025 1.58 1.89
6345-93306-0017 3.08 3.25
777-126732-0042 1.79 2.17
7976-110523-0013 1.62 1.75

Class 1076
1462-170138-0008 1.02 1.17
2428-83705-0005 1.47 1.74
422-122949-0019 4.25 4.62
5895-34629-0019 2.48 2.86
6313-66129-0008 1.56 1.62
6319-275224-0003 9.31 9.73
84-121550-0009 2.39 2.48

Class 1077
1272-135031-0022 2.48 2.69
2412-153947-0004 2.20 2.43
5694-64025-0002 5.03 5.48
5694-64029-0011 1.46 1.71
5694-64038-0025 3.55 3.86
6313-66129-0022 3.72 3.83
7976-110523-0004 3.06 3.38

Class 1078
2086-149220-0049 6.26 6.40
3536-8226-0015 5.87 6.06
3752-4944-0027 8.21 8.65
3752-4944-0032 3.49 3.68
3752-4944-0069 1.27 1.97
5694-64029-0031 1.63 1.75
6313-76958-0007 2.77 3.04

Class 1079
2428-83705-0020 4.96 5.38
2902-9006-0009 4.56 4.59
422-122949-0015 8.24 8.75
6241-61943-0026 3.34 3.68
6319-57405-0012 7.30 7.65
7850-111771-0009 4.51 4.63
8297-275155-0032 8.86 9.27

Class 1080
1462-170138-0004 1.05 1.33
2277-149897-0002 1.97 2.42
3536-23268-0023 12.32 12.54
422-122949-0003 6.74 7.59
6313-66129-0026 1.58 2.11
8842-302203-0001 2.16 2.32
8842-304647-0013 4.06 4.62

Class 1081
1462-170138-0002 3.42 3.51
1462-170142-0025 2.78 3.51
2428-83705-0038 5.79 6.03
3170-137482-0041 4.58 5.45
3752-4944-0031 5.36 5.56
3752-4944-0069 3.11 3.20
5895-34629-0008 4.11 4.24

Class 1082
2086-149220-0007 3.66 3.82
2428-83705-0030 1.68 1.71
3170-137482-0021 4.84 5.11
7850-286674-0004 2.72 3.07
7976-105575-0008 6.79 7.19
7976-110523-0006 4.38 4.89
8297-275155-0024 5.51 5.56

Class 1083
1272-135031-0000 0.39 0.80
2078-142845-0008 0.26 0.53
2078-142845-0017 5.54 5.66
2803-154320-0004 9.31 9.49
2803-154328-0009 4.27 4.46
3576-138058-0004 0.26 1.19
5338-284437-0018 0.22 0.50

Class 1084
3000-15664-0024 8.27 8.70
422-122949-0021 0.97 1.42
5536-43363-0007 9.07 9.46
5536-43363-0008 7.43 7.73
5536-43363-0009 13.80 14.14
5895-34629-0020 0.34 0.65
8297-275156-0002 3.61 3.71

Class 1085
251-118436-0011 4.37 4.90
2803-154320-0007 2.76 3.28
3170-137482-0003 10.75 11.01
422-122949-0020 0.45 0.68
5338-24615-0004 10.38 10.59
5694-64025-0009 0.23 0.39
5694-64025-0014 10.83 11.26

Class 1086
1462-170142-0030 0.76 1.35
251-136532-0011 6.36 6.44
2902-9006-0015 29.56 29.71
3000-15664-0001 6.19 6.41
3576-138058-0017 12.04 12.19
422-122949-0031 6.37 6.86
6313-66129-0029 4.21 4.49

Class 1087
1993-147965-0003 4.19 4.78
251-136532-0017 12.61 12.89
3576-138058-0009 5.05 5.52
5338-24640-0000 0.38 0.82
6345-93306-0018 0.75 0.86
7850-111771-0002 6.98 7.09
8297-275155-0007 1.54 1.85

Class 1088
1462-170138-0000 1.01 1.34
1462-170138-0013 3.13 3.29
1919-142785-0034 1.30 1.67
3853-163249-0054 8.84 8.94
5338-24615-0004 0.33 0.65
5338-24615-0006 5.10 5.62
8842-302203-0008 2.92 3.20

Class 1089
2086-149220-0025 3.42 3.77
5536-43359-0004 0.38 0.57
5895-34629-0006 0.90 1.20
6319-275224-0018 4.79 5.16
652-129742-0013 4.75 5.10
7850-286674-0014 1.82 1.96
7976-110523-0020 0.99 1.19

Class 1090
2803-161169-0009 20.22 20.76
3170-137482-0024 4.23 4.35
3576-138058-0017 9.55 9.97
5694-64038-0006 1.22 1.56
6313-66129-0035 2.10 2.36
6319-275224-0019 4.32 4.61
777-126732-0005 2.40 2.85

Class 1091
1673-143396-0015 5.40 5.45
1673-143396-0017 0.77 0.97
2902-9006-0009 5.16 5.27
2902-9006-0018 25.31 26.08
5895-34622-0006 1.14 1.22
6313-66125-0024 2.30 2.57
6319-275224-0011 6.68 6.79

Class 1092
2412-153948-0004 12.36 12.45
3081-166546-0037 5.37 5.49
5895-34629-0032 1.17 1.66
6241-61943-0018 2.47 2.94
6241-66616-0019 5.39 5.56
6345-93306-0025 9.24 9.27
7976-110124-0012 3.38 3.53

Class 1093
2412-153948-0009 3.89 4.31
251-136532-0001 5.62 5.76
2803-154328-0014 3.72 4.14
2902-9006-0016 2.56 3.01
3853-163249-0014 4.31 4.52
5536-43358-0015 2.00 2.26
7850-73752-0009 0.57 0.85

Class 1094
1919-142785-0007 2.69 3.40
1919-142785-0047 12.74 12.82
3000-15664-0033 18.84 18.91
3081-166546-0048 2.01 2.60
3170-137482-0015 2.12 2.65
5536-43358-0018 2.41 2.56
5895-34622-0004 0.52 0.87

Class 1095
1462-170145-0012 0.47 0.74
1919-142785-0007 16.87 17.33
3081-166546-0029 5.40 5.64
3081-166546-0040 3.19 3.22
3170-137482-0010 9.15 9.52
3576-138058-0009 6.43 6.53
5694-64038-0022 5.08 5.25

Class 1096
1988-147956-0028 2.17 2.62
1993-147149-0020 8.94 9.17
2078-142845-0018 3.60 3.85
2277-149896-0017 1.58 2.01
2277-149897-0005 0.38 0.52
422-122949-0022 3.75 4.10
7976-110523-0004 6.99 7.26

Class 1097
1272-128104-0001 1.82 2.28
1988-148538-0015 16.53 17.05
2078-142845-0029 1.27 1.66
3081-166546-0085 8.91 9.50
3853-163249-0001 2.18 2.58
777-126732-0014 4.92 5.33
84-121550-0024 3.36 3.84

Class 1098
1988-24833-0021 2.14 2.33
1988-24833-0025 0.71 0.89
2803-154328-0015 10.09 10.27
6295-244435-0036 4.75 4.79
6319-64726-0015 0.59 0.95
6345-64257-0005 5.92 6.33
777-126732-0066 1.40 1.54

Class 1099
1988-24833-0026 1.74 2.09
2035-152373-0007 8.37 8.68
3170-137482-0007 15.94 16.43
5694-64029-0000 0.48 0.88
5694-64038-0003 6.05 6.53
5895-34615-0013 4.42 4.75
7850-111771-0000 6.74 7.21

Class 1100
1462-170138-0016 2.49 2.63
2902-9006-0005 4.36 4.58
3752-4944-0022 14.82 14.98
3752-4944-0031 1.62 1.94
6241-66616-0025 1.71 2.00
6295-64301-0000 9.58 10.04
8842-304647-0000 0.52 0.95

Class 1101
1919-142785-0010 5.84 6.33
2902-9006-0007 5.91 6.57
3081-166546-0065 2.27 2.76
3853-163249-0027 4.20 4.62
6241-66616-0005 4.03 4.13
6345-64257-0004 0.88 1.36
6345-93302-0005 4.91 5.30

Class 1102
174-84280-0013 7.52 7.87
6319-275224-0000 0.53 0.94
7850-111771-0005 0.48 0.61
7850-281318-0011 1.19 1.48
7850-73752-0017 2.90 3.15
7976-105575-0009 0.31 0.49
8842-302203-0005 6.74 6.85

Class 1103
1993-147149-0004 3.17 3.26
3576-138058-0006 3.72 3.94
422-122949-0016 0.62 0.80
6345-93306-0013 5.96 6.09
652-130726-0005 1.50 1.98
7976-110523-0000 6.78 7.08
7976-110523-0003 0.64 0.88

Class 1104
2035-152373-0018 4.50 4.72
2803-154328-0004 0.38 0.56
2803-154328-0016 1.00 1.21
3853-163249-0040 0.22 0.40
6241-66616-0025 1.30 1.41
6319-275224-0008 5.91 6.07
8297-275155-0011 1.47 1.90

Class 1105
3853-163249-0023 0.81 0.90
3853-163249-0049 8.96 9.29
5895-34615-0013 3.70 4.42
6313-66129-0029 0.69 0.93
6313-66129-0029 2.89 3.08
7850-281318-0012 2.85 2.94
7976-110523-0005 1.40 1.64

Class 1106
1993-147149-0010 1.11 1.33
2086-149220-0006 6.22 6.38
2412-153948-0004 10.46 10.53
2803-161169-0008 11.82 12.20
3576-138058-0010 2.24 2.59
6319-64726-0001 12.93 13.20
6345-93306-0002 0.53 0.66

Class 1107
1988-24833-0016 1.59 2.29
1993-147966-0000 1.73 2.01
251-137823-0006 2.64 2.75
5536-43363-0009 1.06 1.40
5694-64025-0002 1.84 2.24
6313-76958-0014 1.81 1.88
84-121123-0023 4.50 4.68

Class 1108
1462-170138-0008 4.82 4.94
174-168635-0010 1.36 1.92
2277-149897-0032 7.42 7.49
3752-4944-0022 13.09 13.53
6319-64726-0007 9.22 9.53
6345-93306-0010 3.58 3.94
7976-110523-0012 15.47 15.81

Class 1109
2277-149896-0020 3.93 4.32
3170-137482-0021 3.63 3.66
3752-4944-0000 1.62 1.73
422-122949-0034 5.49 5.67
5338-24615-0004 4.66 4.93
5536-43359-0017 1.39 1.55
8842-302196-0009 2.57 3.35

Class 1110
3170-137482-0039 19.08 19.28
3170-137482-0046 1.51 1.71
422-122949-0008 0.86 1.01
422-122949-0026 1.91 2.44
5895-34629-0017 1.66 2.48
6241-61943-0008 2.58 2.75
6241-66616-0016 1.23 1.53

Class 1111
1462-170142-0029 1.50 1.87
1673-143396-0005 0.81 0.92
174-84280-0015 7.94 8.08
1919-142785-0015 3.93 4.29
2803-154328-0017 4.56 5.38
652-130737-0006 1.43 1.60
84-121123-0002 9.63 9.78

Class 1112
174-84280-0015 4.18 4.24
2035-152373-0011 1.79 2.17
2428-83705-0010 2.18 2.63
2803-154328-0015 19.58 20.02
2902-9008-0007 3.73 4.06
5536-43359-0005 4.52 4.58
777-126732-0004 2.55 2.75

Class 1113
1272-128104-0012 3.35 3.62
1272-135031-0024 1.70 2.26
1993-147149-0015 6.67 6.86
2078-142845-0050 6.59 6.85
3536-8226-0004 3.31 3.63
6295-64301-0010 0.54 0.85
6345-93302-0026 4.01 4.07

Class 1114
174-168635-0019 2.83 3.06
1993-147149-0003 7.95 8.46
2803-161169-0000 5.43 6.02
5536-43359-0013 0.73 0.93
6241-66616-0012 7.64 7.76
6295-244435-0017 2.12 2.53
7850-281318-0008 5.15 5.51

Class 1115
1993-147149-0004 4.74 4.96
2277-149897-0023 2.88 3.31
2412-153948-0014 4.69 4.85
2428-83699-0017 12.19 12.31
2428-83705-0033 2.08 2.82
2902-9008-0013 6.72 6.88
7976-105575-0021 1.00 1.16

Class 1116
1272-128104-0011 11.23 11.81
1988-148538-0006 19.84 20.17
2078-142845-0004 14.82 14.95
422-122949-0001 5.95 6.08
422-122949-0011 2.98 3.09
5895-34629-0006 1.75 1.84
6241-61946-0020 0.94 1.07

Class 1117
1272-135031-0004 3.73 4.22
3536-8226-0004 8.22 8.38
6345-64257-0003 8.04 8.51
6345-93302-0009 1.83 2.01
6345-93306-0024 6.23 6.33
777-126732-0046 1.06 1.26
8297-275156-0003 8.10 8.38

Class 1118
1993-147964-0000 1.85 2.38
2035-147961-0000 12.88 13.45
2035-147961-0004 4.29 4.38
422-122949-0007 13.21 13.31
5694-64025-0015 3.73 3.88
6241-61946-0011 0.45 0.61
6313-76958-0025 0.61 1.22

Class 1119
1462-170145-0003 8.44 8.73
2035-147960-0000 8.50 9.02
2078-142845-0020 3.00 3.19
422-122949-0000 7.18 7.36
5895-34615-0016 12.77 12.86
6319-57405-0008 9.95 10.08
652-130726-0011 6.28 6.57

Class 1120
1673-143396-0010 10.26 10.29
2086-149220-0038 1.39 2.04
2428-83699-0034 2.53 3.10
3081-166546-0040 1.92 2.36
3536-8226-0026 1.47 1.64
777-126732-0056 7.53 7.69
7850-73752-0007 6.26 6.41

Class 1121
1988-24833-0017 4.85 4.92
2277-149896-0033 0.89 1.32
2428-83699-0034 1.53 2.07
5536-43358-0017 11.17 11.34
6241-61946-0008 3.31 3.81
6313-66125-0001 2.78 3.10
6313-66125-0016 4.34 4.91

Class 1122
1462-170145-0017 1.69 2.04
174-84280-0013 8.40 8.89
3170-137482-0026 8.46 8.75
3752-4944-0003 0.94 1.16
5536-43358-0008 11.08 11.25
652-129742-0002 2.78 3.19
652-130726-0014 2.49 2.75

Class 1123
2412-153947-0004 3.83 3.93
2412-153948-0006 0.64 0.78
2412-153954-0009 7.59 7.78
2428-83705-0007 2.93 3.15
2428-83705-0026 9.78 10.19
3853-163249-0000 3.83 4.27
5536-43363-0009 13.28 13.49

Class 1124
2078-142845-0047 5.14 5.41
3853-163249-0007 0.55 0.59
3853-163249-0049 2.45 2.94
5338-284437-0020 3.92 4.08
777-126732-0000 1.50 1.79
7976-105575-0000 0.72 0.88
7976-110124-0004 4.57 4.74

Class 1125
1919-142785-0005 2.46 3.11
1993-147965-0007 1.40 1.58
2078-142845-0032 6.71 6.83
3081-166546-0087 4.13 4.59
3170-137482-0022 1.16 1.85
6295-244435-0033 2.96 3.53
84-121550-0009 5.41 5.70

Class 1126
1993-147964-0002 4.46 4.63
3000-15664-0000 2.04 2.71
3000-15664-0007 2.65 3.14
5694-64025-0022 5.13 5.50
5895-34615-0007 3.52 3.96
777-126732-0064 3.07 3.22
8842-302196-0009 2.01 2.54

Class 1127
2086-149220-0009 9.17 9.48
3536-23268-0023 5.11 5.79
5895-34629-0019 1.00 1.57
7976-110523-0017 2.39 2.46
8842-302201-0005 5.92 6.16
8842-302203-0000 1.42 1.53
8842-302203-0006 5.08 5.28

Class 1128
1993-147149-0020 13.28 13.77
2078-142845-0032 12.60 12.94
2078-142845-0047 6.21 6.31
2086-149220-0041 2.24 2.54
3000-15664-0019 3.29 3.62
3853-163249-0053 8.97 9.17
8842-302196-0002 6.15 6.45

Class 1129
1673-143396-0013 12.34 12.47
1673-143397-0010 5.86 5.92
2902-9006-0009 5.27 5.36
3000-15664-0035 5.32 5.48
5338-284437-0002 2.50 2.79
5338-284437-0009 5.55 5.64
8842-304647-0011 7.28 7.46

Class 1130
174-50561-0013 4.02 4.05
2428-83699-0000 8.25 8.35
2428-83699-0018 3.52 3.56
2428-83705-0034 3.06 3.34
3170-137482-0003 7.73 8.31
3536-23268-0027 7.78 7.94
3853-163249-0022 7.10 7.30

Class 1131
1673-143396-0008 4.27 4.80
2277-149874-0007 1.29 1.82
2277-149874-0020 3.65 4.23
2412-153954-0019 4.92 4.95
3536-23268-0021 1.45 1.64
3536-8226-0022 4.62 5.06
3576-138058-0020 6.23 6.26

Class 1132
1673-143396-0017 5.24 5.35
1993-147149-0023 8.05 8.27
2086-149220-0013 11.23 12.01
2412-153954-0012 5.96 6.16
3000-15664-0013 6.11 6.65
5895-34615-0013 0.31 0.44
777-126732-0032 2.86 3.15

Class 1133
1462-170138-0024 11.02 11.28
1919-142785-0051 8.16 8.41
2803-154328-0010 3.72 4.06
6241-66616-0005 4.80 5.27
777-126732-0058 4.35 4.47
8297-275154-0006 10.02 10.14
84-121123-0026 3.94 4.31

Class 1134
1919-142785-0007 12.18 12.24
1919-142785-0055 6.97 7.51
5338-24615-0004 15.35 15.47
652-129742-0009 3.95 4.39
8297-275154-0006 13.04 13.47
8842-302196-0002 5.60 5.84
8842-302203-0004 3.49 4.11

Class 1135
1993-147964-0000 2.74 2.83
2086-149220-0009 2.02 2.18
2086-149220-0013 13.23 13.31
3536-23268-0028 3.95 4.13
422-122949-0008 8.38 9.03
5338-284437-0027 2.08 2.17
6319-57405-0005 6.17 6.77

Class 1136
174-168635-0000 1.13 1.31
2078-142845-0031 9.66 10.07
251-118436-0020 3.95 4.13
3536-8226-0006 4.13 4.63
3536-8226-0019 1.81 1.96
7976-110124-0002 4.30 4.51
84-121123-0026 11.66 12.05

Class 1137
1988-24833-0016 0.75 1.18
2078-142845-0043 6.10 6.79
2086-149220-0010 1.32 1.81
3752-4944-0060 1.08 1.25
422-122949-0019 8.73 9.22
7850-281318-0023 3.78 4.21
84-121550-0032 1.42 1.83

Class 1138
1673-143396-0011 11.30 11.76
1673-143397-0016 9.84 9.94
1919-142785-0043 0.49 0.69
1988-148538-0014 8.46 8.64
2086-149220-0005 3.09 3.28
3536-23268-0003 3.36 3.86
5338-24615-0004 5.26 5.51

Class 1139
1919-142785-0033 3.68 3.84
2035-152373-0011 5.65 5.84
2086-149214-0000 4.42 4.84
3081-166546-0046 0.35 0.56
5895-34629-0022 3.88 4.14
7850-281318-0021 2.90 3.14
7850-286674-0010 11.68 11.92

Class 1140
1272-128104-0011 6.77 7.30
1462-170145-0006 2.22 2.25
3170-137482-0034 6.36 6.54
3170-137482-0039 0.51 0.66
5338-284437-0020 3.72 3.92
6241-61943-0027 9.67 9.97
6345-64257-0012 1.38 1.56

Class 1141
1673-143396-0009 1.62 1.70
174-84280-0013 15.60 16.39
1919-142785-0010 0.78 1.11
1919-142785-0013 4.32 4.41
5338-284437-0020 0.89 1.07
5694-64025-0010 13.11 13.37
5694-64025-0022 6.83 7.35

Class 1142
1988-147956-0024 2.12 2.23
1988-24833-0011 2.52 2.76
251-137823-0003 2.97 3.44
3081-166546-0066 1.39 2.11
6345-64257-0012 1.97 2.09
8297-275154-0006 0.88 1.18
